Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Engine design (product.metafields.shopify.engine-design),Engine type (product.metafields.shopify.engine-type),Fastener finish (product.metafields.shopify.fastener-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Manufacturer type (product.metafields.shopify.manufacturer-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,5 Mix color,,,M14,,,,,732030_VYWABPP,0.0,shopify,deny,manual,94.17,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/b6019c89d72eb6ed384ac9bbba145eb9_b2afb7db-bfad-49f3-9e83-37d6d1b000f4.jpg?v=1660068525,54,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7b89ae6a7d29f48dd34e62ae32d2b5eb_40b44cbc-0511-4c42-a60c-f8d7c528312a.jpg?v=1660068465,lb,,29.99,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,5 Mix color,,,2 Inch Backer,,,,,732030_T7KPHWY,0.0,shopify,deny,manual,94.17,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/292498467379df0c662f954d7a086dfb_eb318607-2590-49ec-b8f2-544b19f69ad1.jpg?v=1660068527,55,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7b89ae6a7d29f48dd34e62ae32d2b5eb_c6230ed1-c1b8-4032-b563-0598fdfd5060.jpg?v=1660068464,lb,,29.99,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,5 Mix color,,,1 Inch Backer,,,,,732030_CCMF9TE,0.0,shopify,deny,manual,94.17,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/292498467379df0c662f954d7a086dfb_0549efdb-bfef-4c92-ac11-ec7ba8bfd644.jpg?v=1660068528,56,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7b89ae6a7d29f48dd34e62ae32d2b5eb.jpg?v=1660068462,lb,,29.99,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/292498467379df0c662f954d7a086dfb_c1d98e7c-a8bc-4bef-8610-257d1e931407.jpg?v=1660068529,57,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/292498467379df0c662f954d7a086dfb_7132e8b1-b347-4da0-aa0c-3b69d236ab4c.jpg?v=1660068530,58,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/62541a07a41b3aa820669cc12840f08b.jpg?v=1660068531,59,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/62541a07a41b3aa820669cc12840f08b_f787776e-860c-47d7-bbda-538b6f17313e.jpg?v=1660068533,60,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/62541a07a41b3aa820669cc12840f08b_f965ed82-fc2e-4b7a-bb86-a9a0e3a3e401.jpg?v=1660068534,61,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spta-29pcs-1-2-3-inch-foam-polishing-wool-pad-back-plate-sponge-m14-adapter-kit-for-car-rotary-polisher-waxing-drill-38792,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/62541a07a41b3aa820669cc12840f08b_45c7c502-1e02-4c68-820b-a2e002c337e6.jpg?v=1660068535,62,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,CO LIGHT 2-Rows 12D LED Light Bar,"<p class=""detailmodule_image""><a href=""https://www.aliexpress.com/item/1005002484639257.html?spm=a2g0o.store_pc_groupList.8148356.21.451a8791WacZGQ"" target=""_self"" class=""""></a><a href=""https://www.aliexpress.com/item/33051673429.html?spm=a2g0o.store_pc_topSellerIng.8148356.43.53ca5227rp2ZZi"" target=""_self"" class=""""></a></p><p class=""detailmodule_image""></p><p class=""detailmodule_image""></p><p class=""detailmodule_image""></p><p class=""detailmodule_text""></p><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-content"">SPECIFICATIONS:<br>- Color Temperature: 6000K-6500K White<br>- Nominal Voltage DC:10V-30V<br>- Brand: Colight<br>- Housing color: Black<br>- Illumination: <br>22""  50000LM/420W power<br>32""  70000LM/620W power<br>42""  90000LM/820W power<br>50"" 100000LM/980W power<br>52"" 110000LM/1020W power<br>- Operating temperature: - 40˚C to + 85˚C<br>- IP rating: IP68<br>- Beam angle: 30°spot beam and 160° flood beam<br>- 50000 hours above life time<br>- Adjustable mounting bracket: Which makes changing direction easier.<br> <br>PACKAGE CONTENT:<br>- 1x Off road LED Light Bar<br>- Adjustable Sides Brackets, Screws Set<br> <br>(Please be Attention!<br>If you only buy wire or the bracket,the shippment will be sent by sellers shipping method)</p><p class=""detailmodule_text""></p><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-content"">(EU) Warehouse Advantage:<br><br>1.The item price include customs duty<br>2.No remote area surcharge.<br>3.Without any customs problem.<br>4.Fast delivery, some items can be delivered within 2-7 business days.<br><br>EU Warehouse Can ship :Austria, Belgium, the Czech Republic,Croatia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, the Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, and the United Kingdom.(Except islands such as Canary Islands,Reunion Island,Faroe Islands,Greenland etc)</p><p class=""detailmodule_image""></p><p class=""detailmodule_image""></p><p class=""detailmodule_image""></p><p><br></p>",GodsMods,,"","",false,Color,52 Curved with Wire,,,,,,,,732032_HECHPJS,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/90d903870096b4b7665a568758093c80.jpg?v=1660068415,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d45a74fb8fcb41846d507e43a6646014.jpg?v=1660068458,lb,,149.90,true,,,true,,,archived
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,52 Curved no Wire,,,,,,,,732032_UIHDYYP,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/47fa7b50bcab7fc5a0476c52402b31d9.jpg?v=1660068415,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d105b6dfa541e8b931d86d88f6f10d9e.jpg?v=1660068457,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,50 Curved with Wire,,,,,,,,732032_ILXZETK,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/32ea00f671b42b84d654751967c5bb2d.jpg?v=1660068415,3,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/b7835469b201c4b1468d9758568cffb7.jpg?v=1660068456,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,50 Curved no Wire,,,,,,,,732032_PDKZNJD,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/0ad4a23d33468e79bbeb7a90fbb68673.jpg?v=1660068415,4,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/bc27f57e3c4eaa84ef9db717c0b4b886.jpg?v=1660068455,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,42 Curved with Wire,,,,,,,,732032_OON6LBT,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/bd807b2bb5ea3162ad93b375953779f4.jpg?v=1660068415,5,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1b5f76f5b61aa116572d6833c73ecb00.jpg?v=1660068454,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,42 Curved no Wire,,,,,,,,732032_DDS6ENV,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/c9414f1a7b282c96b76872e45ef7477d.jpg?v=1660068415,6,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/616a9af8d311066b12b993a7da4da52b.jpg?v=1660068453,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,32 Curved with Wire,,,,,,,,732032_DZJC1TW,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7131f241d0f07ee709c5bde65c1c67fe.jpg?v=1660068424,7,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/a54fe1c7776630d876aed66700b99606.jpg?v=1660068450,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,32 Curved no Wire,,,,,,,,732032_0VZZOGS,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/3de88364ed82a10ce2d894e09cc9db81.jpg?v=1660068427,8,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/225e07491a4be2b86af635f561338f7c.jpg?v=1660068449,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,22 Curved with Wire,,,,,,,,732032_R4YNP9E,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/98e1219086fb0ba4558e3ac72013887c.jpg?v=1660068429,9,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1b50db0c7921783639c205e610b6abb8.jpg?v=1660068446,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,22 Curved no Wire,,,,,,,,732032_TMYQ5UP,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/0f5b8c1525230f839db7196e6dc71c3b.jpg?v=1660068434,10,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d30db6eaeded94c86ddfbf775aca6d91.jpg?v=1660068445,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,52Straight with Wire,,,,,,,,732032_RNTF2WZ,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/12d2ec288bcb4f9ca1bc7cf6c7022393.jpg?v=1660068435,11,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/27ce4039eab9bb5b2cf17f90fe29ce52.jpg?v=1660068443,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,52Straight no Wire,,,,,,,,732032_UCXWUKV,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/6c938dba172db6a8d054a410ed1f11b3.jpg?v=1660068436,12,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/ed65d7536768537f5523e624937b6096.jpg?v=1660068441,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,50Straight with Wire,,,,,,,,732032_N4GELQ4,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/5d5c055ae4c65d82d3e365c8b5d01f0c.jpg?v=1660068437,13,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/cb66af6ab63faf0ca9d09b53dce4430b.jpg?v=1660068439,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,50Straight no Wire,,,,,,,,732032_AAGAKZQ,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/cb66af6ab63faf0ca9d09b53dce4430b.jpg?v=1660068439,14,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/5d5c055ae4c65d82d3e365c8b5d01f0c.jpg?v=1660068437,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,42Straight with Wire,,,,,,,,732032_AWNGQPZ,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/ed65d7536768537f5523e624937b6096.jpg?v=1660068441,15,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/6c938dba172db6a8d054a410ed1f11b3.jpg?v=1660068436,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,42Straight no Wire,,,,,,,,732032_VEBUSV1,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/27ce4039eab9bb5b2cf17f90fe29ce52.jpg?v=1660068443,16,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/12d2ec288bcb4f9ca1bc7cf6c7022393.jpg?v=1660068435,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,32Straight with Wire,,,,,,,,732032_MUHCHVT,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d30db6eaeded94c86ddfbf775aca6d91.jpg?v=1660068445,17,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/0f5b8c1525230f839db7196e6dc71c3b.jpg?v=1660068434,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,32Straight no Wire,,,,,,,,732032_DUIUO2F,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1b50db0c7921783639c205e610b6abb8.jpg?v=1660068446,18,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/98e1219086fb0ba4558e3ac72013887c.jpg?v=1660068429,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,22Straight with Wire,,,,,,,,732032_RRFHWGH,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/225e07491a4be2b86af635f561338f7c.jpg?v=1660068449,19,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/3de88364ed82a10ce2d894e09cc9db81.jpg?v=1660068427,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,22Straight no Wire,,,,,,,,732032_VRY1BHB,0.0,shopify,deny,manual,470.69,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/a54fe1c7776630d876aed66700b99606.jpg?v=1660068450,20,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7131f241d0f07ee709c5bde65c1c67fe.jpg?v=1660068424,lb,,149.90,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/616a9af8d311066b12b993a7da4da52b.jpg?v=1660068453,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1b5f76f5b61aa116572d6833c73ecb00.jpg?v=1660068454,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/bc27f57e3c4eaa84ef9db717c0b4b886.jpg?v=1660068455,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/b7835469b201c4b1468d9758568cffb7.jpg?v=1660068456,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d105b6dfa541e8b931d86d88f6f10d9e.jpg?v=1660068457,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-light-2-rows-12d-super-bright-4x4-led-light-bar-offroad-spot-flood-combo-beam-22-quot-32-quot-42-quot-52-quot-led-work-light-for-boat-suv-uaz-26587,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d45a74fb8fcb41846d507e43a6646014.jpg?v=1660068458,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150db-car-horn-super-loud-12v-single-trumpet-air-horn-compressor-for-car-truck-boat-train-horn-hooter-for-auto-sound-signal-02179,150DB 12V Single Trumpet Air Horn w/Compressor,"<p class=""detailmodule_html""></p><p class=""detail-desc-decorate-richtext""></p><p class=""detailmodule_html""></p><p class=""detail-desc-decorate-richtext""></p><p style=""margin:10px auto 0px;margin-bottom:0px;margin-top:10px;margin-left:auto;margin-right:auto;display:inline-block;max-width:100%""></p><p></p><p></p><p></p><p></p><p></p><p></p><p style=""font-family:arial;font-size:16px""></p><p><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><strong>Air Horn Main Features:</strong></span></span><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><br>- Single trumpet, no air system needed.<br>- Easy to fit, glistening chrome finishing and tuned train horn sound.<br>- Suitable for cars, trucks, boats, motorcycle, 12V vehicles.<br>- Trumpet length: 450mm, trumpets bell width: 95mm.<br>- Attachment screws and brackets included.<br>- Can fit in almost any vehicle, but deliver the big sound you need.<br>- Note: the color of the connector screw is random.<br><br></span></span><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><strong>Specification:</strong></span></span><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><br>Material: Manganese steel<br>Power: 200W<br>Sound:150DB<br>Voltage: 12V<br>Features:Portable,Durable<br>Color:silver,red<br>Special function:Single trumpet air horn<br>Product weight:1.0010 kg<br>Product size: 45.00 x 10.00 x 9.50 cm/17.72 x 3.94 x 3.74 inches<br><br></span></span><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><strong>Air Horn Package Contents:</strong></span></span><span style=""font-size:20px""><span style=""font-family:Arial, Helvetica, sans-serif""><br>1 x Single Trumpet Air Horn,<br>1 x Air Compressor<br>1 x Air Hose<br>1 x Bag of Fixings</span></span><br></p><p></p><p style=""text-align:center;margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px"" align=""center""><br></p><p class=""detailmodule_dynamic""><widget data-widget-type=""customText"" id=""34768795"" type=""custom""></widget></p><p><br><br></p><p><br></p><p><br></p><p><br></p>",GodsMods,,"","",false,Color,red,,,,,,,,732035_KPQODGD,0.0,shopify,deny,manual,95.08,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/a332bc16744bf892ac9ec18fe61293ac.jpg?v=1660068413,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/c8ef33f1b5a369242810c2859819a336.jpg?v=1660068416,lb,,30.28,true,,,true,,,archived
150db-car-horn-super-loud-12v-single-trumpet-air-horn-compressor-for-car-truck-boat-train-horn-hooter-for-auto-sound-signal-02179,,,,,,,,,silver,,,,,,,,732035_JLTPEQJ,0.0,shopify,deny,manual,95.08,,true,true,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/66a13714301da924daa5485b77d19897.jpg?v=1660068413,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/d634c34167bd6aac8e02de58ec40f406.jpg?v=1660068415,lb,,30.28,,,,,,,
150db-car-horn-super-loud-12v-single-trumpet-air-horn-compressor-for-car-truck-boat-train-horn-hooter-for-auto-sound-signal-02179,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/44916fe2b69a7b9284111f0e15fbfb6a.jpg?v=1660068413,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150db-car-horn-super-loud-12v-single-trumpet-air-horn-compressor-for-car-truck-boat-train-horn-hooter-for-auto-sound-signal-02179,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1047fedebdb540e049e178fe307e1bd0.jpg?v=1660068413,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150db-car-horn-super-loud-12v-single-trumpet-air-horn-compressor-for-car-truck-boat-train-horn-hooter-for-auto-sound-signal-02179,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/10a1b8cbd23f4eb4c61354f600e9ef6b.jpg?v=1660068413,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
